DIRECTORATE,SUB DIRECTORTE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,ACCOUNT TYPE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/06/2020,217541,Innovate Trust Limited,"294,492.02",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/06/2020,217541,Innovate Trust Limited,"294,492.02",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/06/2020,217909,Merricks Private Transport Contractors Limited,645.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/06/2020,217909,Valeplus (Cymru) & Valeplus Extra,"1,064.09",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/06/2020,217909,Valeplus (Cymru) & Valeplus Extra,"10,213.30",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/06/2020,217909,Innovate Trust Limited,"11,540.66",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,12/06/2020,239010,Careworks Limited,"42,682.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,12/06/2020,260320,Action for Children Services Limited,"10,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,12/06/2020,319010,Fleetwheel Limited,544.57,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,12/06/2020,319010,C & K Supplies (UK) Limited,832.55,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,12/06/2020,333500,Ace Site Services (UK) Limited,640.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,12/06/2020,333510,HSS Hire Service Group Limited,597.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,12/06/2020,356020,David Evans Agricultural Limited,607.41,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,12/06/2020,365790,Peyton Travel Limited,"-2,945.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"2,819.04",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"2,948.20",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"2,980.74",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Hafod Housing Association Limited,"3,024.88",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"3,685.25",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Llamau Limited,"4,248.24",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"4,422.30",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Hafod Housing Association Limited,"5,028.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"6,633.45",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Llamau Limited,"6,844.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Llamau Limited,"6,844.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Hafod Housing Association Limited,"7,645.40",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"9,189.95",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Llamau Limited,"9,632.40",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Llamau Limited,"9,781.98",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Llamau Limited,"9,903.72",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Hafod Housing Association Limited,"10,543.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"10,731.20",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"17,764.24",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"22,739.74",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Pobl Care & Support Limited,"29,473.52",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,12/06/2020,420228,Qolcom Limited,"1,610.00",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,12/06/2020,471921,The Review Team Limited,"16,504.00",Revenue
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,12/06/2020,834231,Bruton Knowles LLP,"2,855.50",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,12/06/2020,834245,J.D. Heating and Plumbing and Mechanical Services Limited,"89,345.22",Capital
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Cardiff County Council,"5,580.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,12/06/2020,325960,Western Power Distribution LLP,815.22,Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,12/06/2020,842090,Robert Williams & Ptn T/A WT Building Group,"12,837.86",Capital
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,12/06/2020,471900,Annabel Graham Paul,"2,000.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,12/06/2020,209151,Cardiff & Vale University Local Health Board,"40,170.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,12/06/2020,100303,New Directions (Education) Limited,965.60,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,12/06/2020,100303,New Directions (Education) Limited,965.60,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,12/06/2020,100303,New Directions (Education) Limited,965.60,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/06/2020,101202,Valley Education Services Limited,634.60,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,12/06/2020,101202,Valley Education Services Limited,793.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,12/06/2020,218419,Carers Trust South East Wales,"28,143.29",Revenue
DIRECT SOCIAL SERVICES,REGIONAL ADOPTION SERVICE,12/06/2020,260500,Mary Jones t/a Assessment Consultancy Training,"1,428.00",Revenue
DIRECT SOCIAL SERVICES,REGIONAL ADOPTION SERVICE,12/06/2020,260500,Mary Jones t/a Assessment Consultancy Training,"1,485.00",Revenue
DIRECT SOCIAL SERVICES,REGIONAL ADOPTION SERVICE,12/06/2020,260500,Mary Jones t/a Assessment Consultancy Training,"1,485.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,12/06/2020,319010,Ceri Williams t/a Mobile Tyre Services,814.65,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,12/06/2020,319010,Ceri Williams t/a Mobile Tyre Services,998.10,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,12/06/2020,260200,Action for Children,"2,237.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Platfform For Change,"2,808.60",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Taff Housing Association,"2,938.48",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Atal Y Fro,"3,101.70",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Platfform For Change,"3,482.47",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Platfform For Change,"3,946.72",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Platfform For Change,"4,381.60",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Platfform For Change,"4,871.25",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Taff Housing Association,"4,933.65",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Atal Y Fro,"7,292.75",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Atal Y Fro,"9,704.31",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,12/06/2020,405301,Taff Housing Association,"11,580.10",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,101005,Seesaw Learning Inc,607.20,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,101005,A-Day Consultants Limited T/A Academics,"1,087.29",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,101005,Ricoh UK Limited,"1,109.54",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,101005,Ethos Communication Solutions Limited,"1,498.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,101005,I Teach (Wales) Limited,"2,808.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,101013,Seesaw Learning Inc,"1,069.20",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,101137,Corona Energy Retail 4 Limited,690.72,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,101171,A-Day Consultants Limited T/A Academics,528.48,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,101171,Siemens Financial Services Limited,979.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,102593,Start Traffic Limited,"2,280.30",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,15/06/2020,103005,A-Day Consultants Limited T/A Academics,877.15,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,15/06/2020,130041,Supacleen Limited,823.18,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,15/06/2020,209151,Insight Direct (UK) Limited,"1,836.18",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,15/06/2020,212731,Corona Energy Retail 4 Limited,616.97,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,15/06/2020,212781,Castell Howell Foods Limited,622.49,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,15/06/2020,212781,Corona Energy Retail 4 Limited,"1,089.38",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,15/06/2020,212791,Corona Energy Retail 4 Limited,628.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,15/06/2020,215803,Corona Energy Retail 4 Limited,512.93,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,15/06/2020,333013,The Firewood Company (UK) Limited T/A Esa Tree Care,"1,105.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,15/06/2020,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"2,100.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,15/06/2020,333510,Ace Site Services (UK) Limited,640.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,15/06/2020,333510,Ace Site Services (UK) Limited,750.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,595.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,828.36,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,893.59,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,956.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,"1,051.70",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,"1,068.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,"1,137.78",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,"1,260.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,"1,305.22",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,"1,424.54",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,"1,660.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,"1,660.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,15/06/2020,341225,Cowbridge Compost Limited,"2,906.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,15/06/2020,356020,Glasdon UK Limited,694.05,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,15/06/2020,356021,Glasdon UK Limited,694.05,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,15/06/2020,356021,Glasdon UK Limited,"3,470.25",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,15/06/2020,359390,Askfrank Limited,876.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,15/06/2020,365789,Watts Coaches Limited,"5,890.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,15/06/2020,365790,Watts Coaches Limited,"37,103.72",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,15/06/2020,365794,Watts Coaches Limited,"3,869.24",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,15/06/2020,365795,Watts Coaches Limited,"5,425.04",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,15/06/2020,400063,Telefonica UK Limited t/a O2,"8,764.53",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,15/06/2020,403180,G.R. Hallifield Farmers Limited,"63,905.63",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,15/06/2020,403221,Nathaniel Car Sales Limited,"2,892.58",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,15/06/2020,405004,Khehra International 2 Limited t/a Celtic International Hotel,"15,750.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,15/06/2020,407215,Corona Energy Retail 4 Limited,959.03,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,15/06/2020,407240,Corona Energy Retail 4 Limited,578.68,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,15/06/2020,407245,Corona Energy Retail 4 Limited,512.87,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,15/06/2020,407260,Corona Energy Retail 4 Limited,657.38,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,15/06/2020,407400,Tindle Newspapers Wales & The Borders Limited,515.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,15/06/2020,420228,Tugbury Limited,"8,705.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,15/06/2020,422100,Corona Energy Retail 4 Limited,"1,085.35",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,15/06/2020,422160,Stanford Marsh Limited t/a Cadspec,"10,620.00",Revenue
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,15/06/2020,834231,Rubicon Heritage Services Limited,"16,702.52",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,15/06/2020,834256,Strongs Partnership Limited,"1,500.00",Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,15/06/2020,852265,Restruct Limited,"54,500.31",Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,15/06/2020,852548,Democracy Counts Limited,"274,700.00",Capital
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,15/06/2020,260045,Cardiff County Council,"146,504.59",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,15/06/2020,260092,Cardiff County Council,"6,750.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,15/06/2020,405117,Corinne D Shields,550.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,15/06/2020,102593,PSC - Ivana Mottram,500.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,15/06/2020,217909,Bridgend College,"-30,447.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,15/06/2020,103412,Apollo Teaching Services Limited,685.68,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,15/06/2020,400050,Sellick Partnership Limited,"1,797.40",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,15/06/2020,407119,Hays Specialist Recruitment Limited,923.75,Revenue
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,15/06/2020,190063,Karen Simick t/a Learn About Childcare,576.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,15/06/2020,354037,Glamorgan Smallholders,"1,600.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,1st Grade Care Limited,502.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Hallows Care Limited T/A Hallows Care,509.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,All Saints DC Limited,511.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,GJ Care & Training Limited,514.10,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Cherish Cymru Limited,538.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Hallows Care Limited T/A Hallows Care,560.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Heidi Christoforato t/a Churchfields Home Care,572.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,1st Grade Care Limited,585.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,587.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Willowmere Home Care Agency Limited,604.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Cherish Cymru Limited,605.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,All Saints DC Limited,606.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,GJ Care & Training Limited,614.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Annwyl Limited t/a Bluebird Care,615.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Willowmere Home Care Agency Limited,616.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Hallows Care Limited T/A Hallows Care,628.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Cherish Cymru Limited,634.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,All Saints DC Limited,636.51,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Willowmere Home Care Agency Limited,637.30,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,GJ Care & Training Limited,638.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,1st Grade Care Limited,640.77,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,1st Grade Care Limited,640.78,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Hallows Care Limited T/A Hallows Care,650.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Willowmere Home Care Agency Limited,655.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Hallows Care Limited T/A Hallows Care,658.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Heidi Christoforato t/a Churchfields Home Care,660.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Parkrow Care Limited,663.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Hallows Care Limited T/A Hallows Care,674.91,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Cherish Cymru Limited,679.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Hallows Care Limited T/A Hallows Care,680.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,All Saints DC Limited,681.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,1st Grade Care Limited,683.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,1st Grade Care Limited,691.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,GJ Care & Training Limited,695.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,GJ Care & Training Limited,695.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,GJ Care & Training Limited,695.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Care In Wales Limited T/A Care in the Vale,701.63,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,All Saints DC Limited,705.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Willowmere Home Care Agency Limited,706.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Annwyl Limited t/a Bluebird Care,707.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,GJ Care & Training Limited,721.78,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,1st Grade Care Limited,723.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Annwyl Limited t/a Bluebird Care,724.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Willowmere Home Care Agency Limited,736.45,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Willowmere Home Care Agency Limited,739.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Willowmere Home Care Agency Limited,745.07,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Care In Wales Limited T/A Care in the Vale,746.91,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,1st Grade Care Limited,748.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,All Saints DC Limited,753.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Hallows Care Limited T/A Hallows Care,759.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Willowmere Home Care Agency Limited,765.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,All Saints DC Limited,773.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Care In Wales Limited T/A Care in the Vale,774.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Care In Wales Limited T/A Care in the Vale,788.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Care In Wales Limited T/A Care in the Vale,792.37,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Care In Wales Limited T/A Care in the Vale,793.30,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Care In Wales Limited T/A Care in the Vale,798.42,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Parkrow Care Limited,799.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Annwyl Limited t/a Bluebird Care,805.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Annwyl Limited t/a Bluebird Care,822.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16/06/2020,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,845.75,Revenue
