Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16-Nov-2018,217909,Cardiff & Vale University Local Health Board,"27,273.01",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16-Nov-2018,218419,Cardiff & Vale University Local Health Board,"5,781.88",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,16-Nov-2018,102594,BS Project Services Limited,"1,230.86",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,16-Nov-2018,102594,BS Project Services Limited,"1,230.86",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16-Nov-2018,215489,April Complete Care Solutions Limited,584.00,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,16-Nov-2018,303910,Building Recruitment Company Limited,521.59,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,16-Nov-2018,303910,Hays Specialist Recruitment Limited,690.42,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,16-Nov-2018,303910,Hays Specialist Recruitment Limited,848.43,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,16-Nov-2018,303931,Building Recruitment Company Limited,684.13,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,16-Nov-2018,303931,Hays Specialist Recruitment Limited,662.25,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,16-Nov-2018,303931,Hays Specialist Recruitment Limited,662.25,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,16-Nov-2018,407106,Building Recruitment Company Limited,619.93,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,16-Nov-2018,407106,Building Recruitment Company Limited,625.06,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,16-Nov-2018,407106,James Andrews Recruitment Solutions Limited,777.00,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,16-Nov-2018,407108,Building Recruitment Company Limited,618.12,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,16-Nov-2018,407119,Building Recruitment Company Limited,639.73,,
DIRECT ENVIRONMENT AND HOUSING,HOUSING,16-Nov-2018,407201,Building Recruitment Company Limited,533.35,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16-Nov-2018,218419,Carers Trust South East Wales,"26,785.20",,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,16-Nov-2018,405100,Susan Shepherd t/a KKG Properties,830.80,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,16-Nov-2018,405100,Susan Shepherd t/a KKG Properties,934.65,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,16-Nov-2018,217909,Vision 21,541.06,,
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,16-Nov-2018,350740,The Vale of Glamorgan Agricultural Society,"1,750.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Nov-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,575.20,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Nov-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,535.56,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Nov-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,584.47,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Nov-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,532.07,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101013,Globebrow Limited t/a Manor Adventure,"1,324.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101025,Insight Direct (UK) Limited,797.73,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101047,RP Brown Limited t/a Cymraeg Cleaning,650.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101047,RP Brown Limited t/a Cymraeg Cleaning,650.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101047,The Consortium for Purchasing and Distribution Limited,506.15,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101095,Blue Sky Digital Solutions Limited,625.70,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101095,Circuit Electrical Testing Limited,542.40,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101095,Ruth Miskin Literacy Limited,"1,100.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,102593,PEAC (UK) Limited,"2,120.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,19-Nov-2018,103094,Academics Limited,669.10,,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,19-Nov-2018,130041,Adapt Business Services Limited,"1,031.82",,
DIRECT LEARNING AND SKILLS,GF CATERING,19-Nov-2018,157800,Castell Howell Foods Limited,"1,094.68",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Nov-2018,260250,NonStop Recruitment Limited,"1,332.00",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Nov-2018,260250,NonStop Recruitment Limited,"1,332.00",,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,19-Nov-2018,303901,Thyssen-Krupp Access Limited T/A Encasa,"4,675.00",,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,19-Nov-2018,304103,LNC Floor Coverings Limited,533.00,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,19-Nov-2018,304103,SMK Building & Maintenance Limited,"1,109.23",,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,19-Nov-2018,304103,SMK Building & Maintenance Limited,"2,886.44",,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,19-Nov-2018,304103,Unique Flooring (Wales) Limited,586.00,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,19-Nov-2018,305798,G.P.H.I.T (Integrated Services) Limited,"5,537.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Nov-2018,325207,Consortio Security Limited,"3,295.08",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Nov-2018,341350,Redwood Environmental Services Limited,803.00,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Nov-2018,341350,Redwood Environmental Services Limited,883.30,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Nov-2018,359340,Parkwood Leisure Limited,"7,703.56",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Nov-2018,359454,Parkwood Leisure Limited,995.15,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Nov-2018,360234,Parkwood Leisure Limited,"3,493.20",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Nov-2018,360530,Parkwood Leisure Limited,"3,685.69",,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,19-Nov-2018,422500,ADC Fire Systems Limited,610.00,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF GENERAL EXPENDITURE POLICY,19-Nov-2018,471900,CHAPS - Barclaycard Commercial,"53,498.86",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,19-Nov-2018,845003,ASW Property Services Limited,"7,139.91",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,19-Nov-2018,845003,ASW Property Services Limited,"4,136.60",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,19-Nov-2018,845003,GKR Maintenance & Building Co. Limited,"7,902.10",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,19-Nov-2018,845003,GKR Maintenance & Building Co. Limited,"4,057.69",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,19-Nov-2018,845003,Handicare Accessibility Limited,"1,995.00",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,19-Nov-2018,845003,Handicare Accessibility Limited,"3,156.00",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,19-Nov-2018,845003,Stannah Lift Services Limited,"2,655.00",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,19-Nov-2018,845003,Wessex Lift Co Limited,"9,930.00",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Nov-2018,260050,Rhys Davies,"2,200.00",,
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,19-Nov-2018,365763,Melissa Murphy,"2,750.00",,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,19-Nov-2018,100130,Purchase Card Direct Debit Payments,650.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101233,Purchase Card Direct Debit Payments,"1,140.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101233,Purchase Card Direct Debit Payments,"5,120.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101317,Purchase Card Direct Debit Payments,749.96,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,102593,Purchase Card Direct Debit Payments,678.40,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Nov-2018,213911,Purchase Card Direct Debit Payments,689.92,,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,19-Nov-2018,319010,Purchase Card Direct Debit Payments,984.00,,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,19-Nov-2018,319010,Purchase Card Direct Debit Payments,542.50,,
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,19-Nov-2018,400050,Purchase Card Direct Debit Payments,"4,906.67",,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,19-Nov-2018,403208,Purchase Card Direct Debit Payments,"1,094.40",,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,19-Nov-2018,403220,Purchase Card Direct Debit Payments,649.90,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101013,New Directions (Education) Limited,725.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Nov-2018,101047,New Directions (Education) Limited,657.50,,
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,19-Nov-2018,102624,Staffroom Education Limited,810.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,19-Nov-2018,103110,New Directions (Education) Limited,643.75,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,19-Nov-2018,103110,New Directions (Education) Limited,643.75,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,19-Nov-2018,103213,New Directions (Education) Limited,652.50,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,19-Nov-2018,103227,New Directions (Education) Limited,657.50,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Nov-2018,260260,Walter Standen T/A Standens Contract Hire,746.00,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,19-Nov-2018,303900,Christopher Hyatt t/a Chris Hyatt Partnership,550.00,,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,19-Nov-2018,130041,Trinity Methodist Church,576.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,All Care (South Wales) Limited,766.26,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,All Care (South Wales) Limited,775.17,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,All Care (South Wales) Limited,507.87,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,All Care (South Wales) Limited,908.82,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,216179,All Care (South Wales) Limited,855.36,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,216179,All Care (South Wales) Limited,792.99,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101004,Dwr Cymru Cyf,"2,318.44",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101004,Legacy Leisure Limited,"1,974.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101007,Fronting The Challenge Projects Limited t/a Thrive,600.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101007,Ten Ten Resources Limited,720.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101025,Investec Asset Finance Plc,"1,061.27",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101025,Unique Flooring (Wales) Limited,"1,500.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101094,A & R Contract Cleaning Specialist Limited,"2,050.39",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101095,Nexus the Educators Connection Limited,699.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101110,A & R Contract Cleaning Specialist Limited,"2,491.48",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101110,Blue Sky Digital Solutions Limited,616.54,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101202,The Internet Shop Limited,597.47,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101213,For Schools Support Limited,795.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101213,Pearson Education Limited,930.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,102593,Watts Coaches Limited,550.00,,
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,20-Nov-2018,102636,Cardiff City Football Club Limited T/A Cardiff City FC Community Foundation,"2,100.00",,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,20-Nov-2018,120080,Cengage Learning Services Limited,"7,019.84",,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,20-Nov-2018,120080,Ulverscroft Large Print Books Limited,692.58,,
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,20-Nov-2018,130503,About Training Limited,"1,808.00",,
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,20-Nov-2018,130510,Dwr Cymru Cyf,519.92,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,20-Nov-2018,140110,Computacenter (UK) Limited,"1,302.03",,
DIRECT LEARNING AND SKILLS,CATERING,20-Nov-2018,150401,Brake Bros Limited,"8,423.58",,
DIRECT LEARNING AND SKILLS,CATERING,20-Nov-2018,150401,Castell Howell Foods Limited,"7,954.25",,
DIRECT LEARNING AND SKILLS,CATERING,20-Nov-2018,150401,WR Bishop (Tonyrefail) Limited,"2,002.12",,
DIRECT LEARNING AND SKILLS,CATERING,20-Nov-2018,150671,Brake Bros Limited,"3,964.00",,
DIRECT LEARNING AND SKILLS,CATERING,20-Nov-2018,150671,Castell Howell Foods Limited,"1,421.69",,
DIRECT LEARNING AND SKILLS,CATERING,20-Nov-2018,150671,Chapple & Jenkins Limited,"2,019.98",,
DIRECT LEARNING AND SKILLS,CATERING,20-Nov-2018,150671,Peters Limited,"1,684.59",,
DIRECT LEARNING AND SKILLS,CATERING,20-Nov-2018,150671,Phil-a-Cup Limited T/A Argies Coffee,641.52,,
DIRECT LEARNING AND SKILLS,CATERING,20-Nov-2018,150671,The Real Wrap Co. Limited,"1,434.23",,
DIRECT LEARNING AND SKILLS,GF CATERING,20-Nov-2018,154401,DairyLink UK Limited,"1,993.38",,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,20-Nov-2018,180001,Addo Creative,"1,500.00",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,20-Nov-2018,209157,Edson Print (Services) Limited,851.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,212781,Castell Howell Foods Limited,573.30,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Grangelodge Residential Home Limited t/a Grangelodge,513.66,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215803,Chubb Fire & Security Limited,519.03,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,217909,Consensus Support Services Limited t/a Ty Machen,"2,285.13",,
DIRECT SOCIAL SERVICES,REGIONAL ADOPTION SERVICE,20-Nov-2018,260500,Trivallis Limited,684.42,,
DIRECT SOCIAL SERVICES,REGIONAL ADOPTION SERVICE,20-Nov-2018,260500,Trivallis Limited,"2,833.33",,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,20-Nov-2018,319010,Commercial Operator Training Solutions Limited,798.00,,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,20-Nov-2018,319010,Fleetwheel Limited,798.99,,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,20-Nov-2018,319010,Flogas Britain Limited,797.94,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,20-Nov-2018,323685,Computacenter (UK) Limited,638.22,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,20-Nov-2018,323685,Computacenter (UK) Limited,"3,838.31",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,20-Nov-2018,323686,Computacenter (UK) Limited,638.22,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,20-Nov-2018,323686,Computacenter (UK) Limited,"3,838.31",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,20-Nov-2018,323687,Computacenter (UK) Limited,"2,558.87",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,20-Nov-2018,325682,Computacenter (UK) Limited,"1,276.44",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,20-Nov-2018,325682,Computacenter (UK) Limited,"7,676.63",,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,20-Nov-2018,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"2,100.00",,
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,20-Nov-2018,356020,The Abbey Cleaning Services Limited,610.50,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,20-Nov-2018,359364,The Welsh Badminton Union Limited,"1,852.50",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,20-Nov-2018,359369,Sports Leaders UK Limited,640.00,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,20-Nov-2018,365769,Computacenter (UK) Limited,"1,178.19",,
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,20-Nov-2018,400050,Golley Slater Group Limited,876.37,,
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,20-Nov-2018,400063,Virgin Media Business Limited,818.90,,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,20-Nov-2018,403206,Tascomi Limited,"36,505.00",,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,20-Nov-2018,403227,Golley Slater Group Limited,723.75,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,20-Nov-2018,405100,L Mustoe Limited,786.00,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,20-Nov-2018,420217,G4s Cash Solutions (UK) Limited,889.26,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,20-Nov-2018,421230,Computacenter (UK) Limited,"8,573.60",,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,20-Nov-2018,421230,Computacenter (UK) Limited,"8,573.60",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,20-Nov-2018,837174,Arcadis Consulting (UK) Limited,"11,378.50",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,20-Nov-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,103.37",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,20-Nov-2018,842145,Willis Construction Limited,"9,488.00",,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,20-Nov-2018,842145,Willis Construction Limited,"5,150.00",,
DIRECT SOCIAL SERVICES,REGIONAL ADOPTION SERVICE,20-Nov-2018,260500,Rhondda Cynon Taff County Borough Council,"3,523.38",,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,20-Nov-2018,402450,Bridgend County Borough Council,"17,178.02",,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,20-Nov-2018,402450,Bridgend County Borough Council,"17,178.02",,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,20-Nov-2018,440530,Carmarthenshire County Council,"4,700.00",,
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,20-Nov-2018,403138,John Wyn Williams,600.00,,
DIRECT SOCIAL SERVICES,REGIONAL ADOPTION SERVICE,20-Nov-2018,260500,Cardiff Met Company Limited,"1,004.10",,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,20-Nov-2018,402450,Cardiff & Vale College,910.00,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,20-Nov-2018,402450,Cardiff & Vale College,910.00,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,20-Nov-2018,402450,Cardiff & Vale College,910.00,,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,20-Nov-2018,402450,Cardiff & Vale College,910.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101032,Teaching Personnel Limited,"2,000.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101095,New Directions (Education) Limited,534.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,101202,Valley Education Services Limited,972.30,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,20-Nov-2018,102593,Teaching Personnel Limited,508.10,,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,20-Nov-2018,422160,Hays Specialist Recruitment Limited,954.45,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215486,Waverley Care Centre Limited,"1,817.42",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Acorn Luxury Care Limited,"2,158.81",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Acorn Luxury Care Limited,549.93,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Avan Limited T/A Brightside Manor,600.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Baltimore Care Limited,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Baltimore Care Limited,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Baltimore Care Limited,526.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,506.04,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Forge Care Homes Limited t/a The Forge Care Centre,925.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Forge Care Homes Limited t/a The Forge Care Centre,671.32,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Glamorgan Care Limited t/a Danygraig House,666.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Hebron Hall Limited,"3,526.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Hebron Hall Limited,756.45,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Hebron Hall Limited,504.30,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,June Zehetmayr t/a Tower Hill Residential Home,538.12,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,562.85,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,512.49,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,MHA Care Group t/a Morel Court,510.73,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,MHA Care Group t/a Morel Court,"1,446.44",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,MHA Care Group t/a Morel Court,531.09,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,592.17,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,621.36,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,602.96,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,518.39,,
